"","routing_number","telegraphic_name","customer_name","state_or_territory_abbreviation","city","funds_transfer_status:
				y_-_eligible
				n_-_ineligible","funds_settlement-only_status:
				s_-_settlement-only","book-entry_securities_transfer_status:
				y_-_eligible
				n_-_ineligible","date_of_last_revision:_yyyymmdd,_or_blank"
"781","022311117","SAVANNAH BK NA    ","SAVANNAH BANK, N.A.                 ","NY","SAVANNAH                 ","Y"," ","Y","        "
"782","022313021","GENESEE REGIONAL  ","GENESEE REGIONAL BANK               ","NY","ROCHESTER                ","Y"," ","N","20131007"
"783","022314020","EVANS BK ANGO     ","EVANS NATIONAL BANK OF ANGOLA       ","NY","WILLIAMSVILLE            ","Y","S","N","20130930"
"784","022314334","USNY BANK         ","USNY BANK                           ","NY","GENEVA                   ","Y"," ","N","20070817"
"785","026000110","UNITED BK AFRICA  ","UNITED BANK FOR AFRICA PLC          ","NY","NEW YORK                 ","Y","S","N","20080411"
"786","026000194","NORINCHUKIN BANK  ","THE NORINCHUKIN BANK                ","NY","NEW YORK                 ","Y","S","Y","20050208"
"787","026000217","NATL BK KUWAIT    ","NATIONAL BANK OF KUWAIT             ","NY","NEW YORK                 ","Y"," ","N","20151030"
"788","026001122","NORTHERN INTL NYC ","NORTHERN TRUST INTL BKG. CORP.      ","NJ","JERSEY CITY              ","Y"," ","N","20141107"
"789","026001287","MALAYAN BERHAD NYC","MALAYAN BANKING BERHAD              ","NY","NEW YORK                 ","Y"," ","N","        "
"790","026001423","CATH BK LA        ","CATHAY BANK                         ","CA","LOS ANGELES              ","Y"," ","N","20150821"
"791","026001465","EASTBANK NYC      ","EASTBANK, N.A.                      ","NY","NEW YORK                 ","Y"," ","Y","        "
"792","026001847","BCO BILBAO NYC    ","BANCO BILBAO VIZCAYA ARGENTARIA     ","NY","NEW YORK                 ","Y"," ","Y","20000907"
"793","026002066","DTC SDFSS         ","DEPOSITORY TRUST COMPANY            ","NY","NEW YORK                 ","Y"," ","Y","20140411"
"794","026002095","KEB HANA BANK NYC ","KEB HANA BANK NEW YORK AGENCY       ","NY","NEW YORK                 ","Y"," ","N","20151102"
"795","026002341","GULF INTL BK NYC  ","GULF INTERNATIONAL BANK             ","NY","NEW YORK                 ","Y","S","N","        "
"796","026002532","BK NOVA SCOTIA NYC","BANK OF NOVA SCOTIA                 ","NY","NEW YORK                 ","Y"," ","Y","        "
"797","026002545","LANDESBANK HESSEN ","LANDESBANK HESSEN-THURINGEN         ","NY","NEW YORK                 ","Y"," ","N","20130925"
"798","026002558","CAN IMPERIAL COMM ","CANADIAN IMPERIAL BANK OF COMMERCE  ","NY","NEW YORK                 ","Y","S","Y","        "
"799","026002561","STANDARD CHART    ","STANDARD CHARTERED BANK LIMITED     ","NY","NEW YORK                 ","Y"," ","Y","20020819"
"800","026002574","BARCLAYS PLC      ","BARCLAYS BANK, PLC                  ","NY","NEW YORK                 ","Y"," ","Y","20081218"
"801","026002613","BANCO ITAU        ","ITAU UNIBANCO SA NY BRANCH          ","NY","NEW YORK                 ","Y"," ","Y","20101206"
"802","026002655","LLOYDS TSB BK PLC ","LLOYDS TSB BANK PLC                 ","NY","NEW YORK                 ","Y","S","Y","20100318"
"803","026002752","UN ORIENT NYC     ","UNITED ORIENT BANK                  ","NY","NEW YORK                 ","Y"," ","Y","        "
"804","026002794","BK LEUMI TR NY    ","BANK LEUMI USA                      ","NY","NEW YORK                 ","Y"," ","Y","        "
"805","026002846","METRO BK TR NYC   ","METROPOLITAN BANK & TRUST COMPANY   ","NY","NEW YORK                 ","Y"," ","N","        "
"806","026002901","RABOBANK NYC      ","RABOBANK NEDERLAND                  ","NY","NEW YORK                 ","Y","S","Y","20130814"
"807","026002927","CATHAY BANK       ","CATHAY BANK                         ","NY","FLUSHING                 ","Y"," ","N","20120125"
"808","026002956","MERCANTIL COMMERCE","MERCANTIL COMMERCEBANK, NA          ","NY","NEW YORK                 ","Y"," ","N","20120322"
"809","026003007","PHILIPPINE NAT NY ","PHILLIPINE NAT'L BANK               ","NY","NEW YORK                 ","Y"," ","Y","20020917"
"810","026003010","WESTDEUT LANDESBK ","PORTIGON AG                         ","NY","NEW YORK                 ","Y","S","Y","20120706"
"811","026003023","SAFRA NATIONAL    ","SAFRA NATIONAL BANK OF NEW YORK     ","NY","NEW YORK                 ","Y"," ","Y","        "
"812","026003036","SKAND ENSKIBANKEN ","SKANDINAVISKA ENSKILDA BANKEN       ","NY","NEW YORK                 ","Y","S","Y","20080327"
"813","026003188","BK SCOTLAND       ","BANK OF SCOTLAND                    ","NY","NEW YORK                 ","Y","S","Y","20071004"
"814","026003191","OVERSEA CHINESE   ","OVERSEA CHINESE BKG. CORP. LIMITED  ","NY","NEW YORK                 ","Y","S","Y","20100916"
"815","026003243","TOR DOM NY BRANCH ","TORONTO DOMINION BANK               ","NY","NEW YORK                 ","Y","S","Y","20130724"
"816","026003269","BK OF CHINA NYC   ","BANK OF CHINA                       ","NY","NEW YORK                 ","Y"," ","Y","        "
"817","026003272","BNB HANA BK       ","BNB HANA BANK, NATIONAL ASSOCIATION ","NY","NEW YORK                 ","Y"," ","Y","20131114"
"818","026003324","BCO REPUBLICA URU ","BANCO DE LA REPUBLICA ORIENTAL      ","NY","NEW YORK                 ","Y"," ","N","        "
"819","026003379","AMALGAMATED BK NYC","AMALGAMATED BANK                    ","NY","NEW YORK CITY            ","Y"," ","Y","20111216"
"820","026003447","WESTPAC BKING CORP","WESTPAC BANKING CORPORATION         ","NY","NEW YORK                 ","Y","S","Y","20080923"
"821","026003557","BCO BRASIL NYC    ","BANCO DO BRASIL S.A.                ","NY","NEW YORK                 ","Y"," ","Y","        "
"822","026003780","DEUTSCHE BK NY    ","DEUTSCHE BANK, A.G.                 ","NY","NEW YORK                 ","Y"," ","Y","        "
"823","026004048","ARAB CORP         ","ARAB BANKING CORPORATION            ","NY","NEW YORK                 ","Y","S","Y","        "
"824","026004093","ROYAL BK CAN NYC  ","ROYAL BANK OF CANADA                ","NY","NEW YORK                 ","Y","S","Y","20090610"
"825","026004226","SOCIETE GEN       ","SOCIETE GENERALE                    ","NY","NEW YORK                 ","Y"," ","Y","        "
"826","026004297","NATL BK NYC       ","NATIONAL BANK OF NEW YORK CITY      ","NY","FLUSHING                 ","Y"," ","Y","        "
"827","026004307","MHBK NY           ","MIZUHO BANK, LTD., NEW YORK BRANCH  ","NY","NEW YORK                 ","Y"," ","Y","20130628"
"828","026004624","MODERN BK NYC     ","MODERN BANK, NATIONAL ASSOCIATION   ","NY","NEW YORK                 ","Y"," ","Y","20060223"
"829","026004721","NATL PAKISTAN     ","NATIONAL BANK OF PAKISTAN           ","NY","NEW YORK                 ","Y"," ","Y","20130830"
"830","026004860","BRADESCO NYC      ","BANCO BRADESCO S.A.                 ","NY","NEW YORK                 ","Y"," ","N","        "
"831","026004970","EW BK SMRINO      ","EAST WEST BANK                      ","NY","NEW YORK                 ","Y"," ","N","20141107"
"832","026005050","UNION BANK NY     ","MUFG UNION BANK, NA                 ","NY","NEW YORK                 ","Y"," ","N","20140630"
"833","026005092","WELLSFARGO NY INTL","WELLS FARGO NY INTL                 ","NY","NEW YORK                 ","Y"," ","N","20141107"
"834","026005319","BANCA INTESA S.P.A","INTESA SANPAOLO SPA                 ","NY","NEW YORK                 ","Y"," ","Y","20061228"
"835","026005322","BK BARODA NYC     ","BANK OF BARODA                      ","NY","NEW YORK                 ","Y"," ","N","20030723"
"836","026005416","WOORI BANK NYC    ","WOORI BANK                          ","NY","NEW YORK                 ","Y"," ","N","20020912"
"837","026005458","BK INDIA NYC      ","BANK OF INDIA                       ","NY","NEW YORK                 ","Y"," ","N","        "
"838","026005487","NATL CANADA NYC   ","NATIONAL BANK OF CANADA             ","NY","NEW YORK                 ","Y","S","Y","20130822"
"839","026005610","DNB NOR BANK ASA  ","DNB BANK ASA                        ","NY","NEW YORK                 ","Y","S","Y","20111117"
"840","026005652","CITIBANK (BDC NY) ","CITIBANK, N.A.                      ","NY","NEW YORK                 ","Y"," ","N","20120622"
"841","026005908","MPS NYC           ","BANCA MONTE DEI PASCHI DI SIENA,S.PA","NY","NEW YORK                 ","Y"," ","N","20090515"
"842","026005911","SHANGHAI COMM NYC ","SHANGHAI COMMERCIAL BANK LIMITED    ","NY","NEW YORK                 ","Y"," ","N","        "
"843","026006004","CITIC BANK INTL-NY","CHINA CITIC BANK INTERNATIONAL LTD  ","NY","NEW YORK                 ","Y"," ","N","20131007"
"844","026006020","GULF INTL BK NY   ","GULF INTERNATIONAL BANK (UK) LIMITED","NY","NEW YORK                 ","Y","S","N","20150512"
"845","026006224","BBCN BANK NY      ","BBCN BANK                           ","NY","NEW YORK                 ","Y"," ","N","20141107"
"846","026006237","INTERAUDI BANK    ","INTERAUDI BANK                      ","NY","NEW YORK                 ","Y"," ","Y","20030501"
